EIN,NAME,STATE,NTEE_GROUP,NTEE_CD,WEBSITE
22-3348198,COURT APPOINTED SPECIAL ADVOCATES OF ATLANTIC COUNTY INC,NJ,R,R200,www.atlanticcapecasa.org
38-3619584,CHARLOTTE MASON ASSOCIATION OF DETROIT,MI,B,B24,www.charlottemasoncs.org
81-1551835,WOMEN RISING UP INC,MA,F,F20,www.wsr-riseup.com
34-1774249,AURORA UNTIMATE BOOSTERS,OH,B,B94,auroraschoolsfoundation.org
27-2962304,CHANTILLY MONTESSORI PTO,NC,B,B94,www.chantillypto.com
91-2014767,FAMILY HOUSE LEARNING CENTER,WA,B,B24,familyhouseacademy.com
23-2906372,MISSION FOR EDUCATING CHILDREN WITH AUTISM,PA,B,B28,www.mecaautism.org
95-4772979,CALIFORNIA HEART CENTER FOUNDATION,CA,H,H90,www.calheart.org
46-2287057,TECHS PARENT STAFF ASSOCIATION - TPSA,OH,B,B94,tecparents.org
47-2142901,NEW CENTURY SCHOOL,MN,B,B28,www.newcenturyschool.net
45-1137743,MAINE BEHAVIORAL HEALTH ORGANIZATION,ME,F,F60,www.mainebehavioralhealth.org
81-0548081,COOSA VALLEY RESOURCES FOR WOMEN INC,AL,P,P45,www.resources4women.com
38-3027625,NATIONAL BONE MARROW TRANSPLANT LINK,MI,H,H50Z,www.nbmtlink.org
56-1353355,CHRISTIAN OPHTHALMOLOGY SOCIETY INC,KY,H,H41Z,cosw.org
34-1723305,THOMAS M WERNERT CENTER,OH,F,F80Z,www.wernertcenter.org
47-2206889,HOPE LASTS FOREVER,KY,F,F22,hopelastsforever.yolasite.com
47-4327263,LES LILAS FRENCH BILINGUAL COMMUNITY SCHOOL,WA,B,B21,www.les-lilas.com
36-2997680,CENTER FOR CONFLICT RESOLUTION,IL,I,I510,www.ccrchicago.org
47-4259965,LEGACY FROM THE HEART INC,GA,G,G43,www.legacyfromtheheart.com
74-2842645,HCMS COUGAR CLUB INC,TX,B,B94,hcmscougarclub.membershiptoolkit.com
20-1442868,MISSION VISION INC,PA,G,G41,www.mission-vision.org
82-3692558,MATT ADAMS FOUNDATION,AR,F,F20,mattspurplebandana.org
80-0531128,HIGHER LEARNING SERVICES,MI,P,P45,hlservices.org
83-2367267,REIGNITE HOPE LAS VEGAS,NV,B,B28,rhlv.org
26-1349669,PROJECT HOPEFUL NFP,IL,G,G81,www.projecthopeful.org
72-0877422,SOUTHEAST LOUISIANA LEGAL SERVICES CORPORATION,LA,I,I80Z,www.slls.org
36-2973512,EVERYONE READING ILLINOIS,IL,G,G86Z,www.everyonereadingillinois.org
27-1415727,KIDS & ART FOUNDATION,CA,G,G30,www.kidsandart.org
82-4621053,BORDERLINE PERSONALITY DISORDER SUPPORT CORPORATION,WI,F,F80,www.bpdworldwide.com
27-4668196,FORT ZELLER ELEMENTARY PARENT-TEACHER ORGANIZATION INC,PA,B,B94,www.elcosd.org
39-1336583,OUTREACH INC,WI,R,R26,www.lgbtoutreach.org
59-2970727,COMMUNITY LAW PROGRAM INC,FL,I,I83Z,www.lawprogram.org
41-2053259,CORNERSTONE MINISTRIES INC,TX,F,F33,www.cornerstone-ranch.com
14-1431629,INTERNATIONAL ASSOCIATION FOR IDENTIFICATION,FL,I,I2XZ,www.theiai.org
45-0432901,AMERICAN SOCIETY OF NEUROPHYSIOLOGICAL MONITORING,IL,G,G960,www.asnm.org
94-3083680,MCGILVRA PTA SEATTLE COUNCIL 6 15 237,WA,B,B94,mcgilvraelementarypta.wordpress.com
04-3667861,FROM THE GROUND UP THERAPEUTIC HORSEMANSHIP INC,NY,F,F60,ftguhorses.org
27-1690965,BRIDGING THE GAP CONNECTING TBI SURVIVORS INC,CA,G,G48,www.tbibridge.org
68-3654702,SANTA FE GROUP INC,NY,G,G11,santafegroup.org
27-4754653,1 OF US INC,NC,G,G12,www.1ofus.org
81-1965857,CICK CANCER FOUNDATION,NH,G,G12,cickcancer.org
90-0912747,NRG ONCOLOGY FOUNDATION INC,PA,H,H30,www.nrgoncology.org
82-4992694,HORNERS SYNDROME AWARENESS ACTION & ADVOCACY FOUNDATION INC,FL,G,G99,hornerssyndromefoundation.com
27-0673069,TIPPING THE SCALE,CA,H,H19,www.tippingthescale.org
20-4036256,LUCYS LOVE BUS CHARITABLE TRUST,MA,G,G123,lucyslovebus.org
20-0110772,PAULDING CHILD ADVOCACY CENTER INC,GA,I,I72,www.pauldingcac.org
26-3768567,KAREN WELLINGTON MEMORIAL FOUNDATION FOR LIVING WITH BREAST,OH,G,G30,karenwellingtonfoundation.org
75-1038849,ABILENE RECOVERY COUNCIL,TX,F,F21Z,arcadatx.org
86-0769004,TUCSON LESBIAN & GAY ALLIANCE,AZ,R,R26,www.tucsonpride.org
81-3483844,BLACK LIVES MATTER VT LTD,VT,R,R99,blacklivesmattervermont.com
74-2647324,PROJECT MEND,TX,H,H99Z,www.projectmend.org
45-5572523,SOUNDS OF AUTISM INC,AZ,G,G48,www.soundsofautism.org
36-3629138,ELDER CARE SERVICES OF DEKALB COUNTY INC,IL,I,I7XZ,www.ecsdekalb.org
37-1465199,AUTISM SOCIETY OF AMERICA - HEART LAND,KS,G,G84,www.asaheartland.org
94-2219349,TARZANA TREATMENT CENTERS INC,CA,F,F34Z,tarzanatc.org
36-4612109,HAND IN HAND CHRISTIAN MONTESSORI HOME SCHOOL ACADEMY,MN,B,B21,hihcm.org
61-1242062,KENTUCKY PHYSICIANS HEALTH FOUNDATION INC,KY,F,F99Z,www.kyrecovery.org
83-3608756,KINDNESS FOR KIMBERLEE,UT,G,G80,kindnessforkimberlee.org
14-1782329,THE NEW YORK STATE CASA ASSOCIATION INC,NY,I,I72,www.casanys.org
83-0947134,NARCOTICS ANONYMOUS INCRECOVERY COAST ASC OF PASCO COUNTY INC,FL,F,F20,www.napasco.org
04-2657321,PARENTS HELPING PARENTS - THE ROUNDTABLE OF SUPPORT INC,MA,I,I72Z,www.parentshelpingparents.org
82-2112564,NEW PATH 1010 INC,GA,R,R01,www.newpath1010.org
84-4222452,NORTHEAST ELEMENTARY PARENT-TEACHER ORGANIZATION,MA,B,B94,northeastpto.wordpress.com
20-8092147,INOBTR,MO,I,I73,www.inobtr.org
84-2838142,RUTHLESS KINDNESS,CA,I,I70,www.ruthlesskindness.org
75-2053212,SHERMAN MONTESSORI PRE SCHOOL INC,TX,B,B21,www.beldenstreet.org
84-5094465,FINEMIND,CO,F,F60,www.afinemind.org
36-3034332,OLATHE CLUB OF THE DEAF INC,KS,G,G42Z,www.olathedeafclub.com
23-7281239,NATIONAL ASSOCIATION OF PRETRIAL SERVICES AGENCIES,DC,I,I80,www.napsa.org
14-1588870,MID HUDSON ADDICTION RECOVERY CENTERS INC,NY,F,F20Z,www.marc.us.com
84-2855392,CIRCLE OF ARMS,TX,F,F99,www.circleofarms.org
45-3102803,1 MILLION 4 ANNA FOUNDATION,TX,H,H123,www.1million4anna.org
83-2412272,WOMXNS MARCH DENVER,CO,R,R24,www.womxnsmarchdenver.org
38-1799338,SOBRIETY HOUSE INC,MI,F,F33,sobrietyhouse.net
43-1839370,WHOLE KIDS OUTREACH,MO,I,I72,www.wholekidsoutreach.org
83-0571184,THREE RIVERS BIGBOOK,WA,F,F20,www.threeriversbigbookweekend.org
85-1988630,TRUST YOUR ABILITIES CORPORATION,MA,G,G01,trustyourabilities.org
26-0576448,ILLINOIS SOCIETY OF DERMATOLOGYPHYSICIAN ASSISTANTS,IL,G,G038,www.isdpa.org
91-1047900,LEGAL VOICE,WA,I,I80Z,www.legalvoice.org
43-1972173,MUSTANG BAND BOOSTER CLUB,TX,B,B94,www.friendswoodmustangband.org
41-2044876,GRAND LODGE FRATERNAL ORDER OF POLICE ASSOCIATES,MI,I,I60,www.fop.net
82-5366417,LA RAZA FOR LIBERATION,PA,R,R99,www.larazaforliberation.org
83-2106782,SOC-IT,CO,B,B25,socitadvisor.wixsite.com
26-4425295,AS-SABEEL ACADEMY OF GREENVILLE,SC,B,B24,www.sabeelacademy.com
86-0470300,PRE-HAB FOUNDATION,AZ,F,F30I,www.turnanewleaf.org
86-0256667,A NEW LEAF INC,AZ,F,F20Z,www.turnanewleaf.org
33-0785787,MARINERS ELEMENTARY SCHOOL FOUNDATION,CA,B,B94,marinersfoundation.com
47-2053011,AUTISM RESCUE ANGELS,TX,G,G84,www.autismrescueangels.org
46-4242654,WORKERS DEFENSE ACTION FUND,TX,R,R99,www.wdactionfund.org
26-4734446,GWENDOLYN STRONG FOUNDATION,CA,G,G12,thegsf.org
76-0707819,CASA FOR HUNT COUNTY INC,TX,I,I80,www.casaforhuntcounty.org
26-1180214,FRIENDS OF THE FAMILY JUSTICE CENTER,TX,I,I70,haysfriends.org
26-4562860,HOPE COMMUNITY CHRISTIAN ACADEMY,CO,B,B24,www.hopecommunitychristianacademy.org
39-1218905,NEW WORLD MONTESSORI SCHOOL LTD,WI,B,B24,new-world-montessori.org
27-0600118,BEN SPEAKS LOUDER THAN WORDS,MA,F,F60,benspeaks.org
45-2463270,BETTER UTAH INSTITUTE,UT,R,R40,betterutahinstitute.org
81-4712011,PMG AWARENESS ORGANIZATION INC,CA,G,G20,www.pmgawareness.org
47-1944657,LIMBITLESS SOLUTIONS INC,FL,H,H92,www.limbitless-solutions.org
30-0027330,KLEIN SUPPORT GROUPS INC,TX,B,B94,www.kleinbearkatgolf.com
23-7251385,ASSOCIATION FOR CONFLICT RESOLUTION,NE,I,I51,acrnet.org
10-0004451,FOUNDATION FOR QUALITY CARE INC,NY,I,I70,www.foundationforqualitycare.org
47-0989518,AUTISM VILLAGE FOUNDATION,PA,G,G84,www.autismvillage.com
27-5457632,NORTH CAROLINIANS FOR AFFORDABLE HEALTHCARE INC,NC,R,R40,www.ncmedsoc.org
20-1961557,DURANGO MONTESSORI INC,CO,B,B24,www.durangomontessori.com
38-3807228,TIGERPATH TEAM INC,CA,F,F60,tigerpathteam.org
81-1914857,SDHB COALITION INC,PA,H,H12,www.sdhbcoalition.org
26-1995715,INNOVATIVE SOLUTIONS FOR EDUCATIONAL PARTNERSHIPS,AR,F,F99,www.isepartnerships.com
06-0935732,POSITIVE DIRECTIONS-THE CENTER FOR PREVENTION AND COUNSELING INC,CT,F,F20Z,www.positivedirections.org
83-3712849,PURELEGACEE INC,NY,I,I44,www.purelegacee.org
20-2171318,CORPUS CHRISTI SAFE PLACE HOUSE INC,TX,F,F33,www.ccsafeplace.com
20-0121356,NAMI OF SOUTHWESTERN WISCONSIN,WI,F,F80,southwestern.wixsite.com
81-0720554,DECODING DYSLEXIA - MO,MO,R,R23,www.decodingdyslexia-mo.org
30-0667229,AMERICAN SOCIETY OF ADDICTION MEDICINE INC,ME,F,F20,nnesam.org
46-2102152,LIFE KEYS CHILD PROJECT INC,FL,I,I73,www.f2flife.org
45-4968344,CENTER FOR NULEADERSHIP ON URBAN SOLUTIONS INC,NY,I,I40,www.nuleadership.org
23-1634316,THE ARC OF PENNSYLVANIA,PA,F,F80,www.arcluzerne.org
82-1022068,CECES HOPE CENTER,AZ,I,I70,www.cecescenter.org
27-5068153,SOCIETY FOR SOCIAL NEUROSCIENCE,IL,H,H50,s4sn.org
52-1660107,CONGRESS OF NEUROLOGICAL SURGEONS INC UNIVERSITY OF MICHIGAN,IL,G,G96C,www.cns.org
45-3565514,NEW JERSEY AIDS WALK,NJ,G,G81,njaidswalk.org
26-4201622,LIBERTY PREPARATORY CHRISTIAN ACADEMY INC,NC,B,B24,www.libertyprepnc.com
43-1377197,FULL EMPLOYMENT COUNCIL INC,MO,I,I20Z,www.feckc.org
94-3469119,CHRONIC ILLNESS RECOVERY,TX,G,G99,www.chronicillnessrecovery.org
81-2317986,HOPE AGAINST HEROIN,PA,F,F20,www.hopeagainstheroin.us
56-1101520,RESIDENTIAL SERVICES INC,NC,F,F33Z,www.rsi-nc.org
83-3604971,UNITY RECOVERY,PA,F,F01,www.unityrecovery.org
26-0876943,CASA OF THE HEARTLAND INC,KY,I,I710,www.casaheartland.com
47-1656886,CONCESSIONS FOR CHRIST INC,GA,H,H20,gracechildrenshomehaiti.org
82-1630179,INDY LATIN SCHOOL ASSOCIATION INC,IN,B,B24,www.indylatinschool.org
48-0576044,WYANDOT CENTER FOR COMMUNITY BEHAVIORAL HEALTHCARE INC,KS,F,F32Z,www.wyandotcenter.org
83-3445981,BRAELYNN & AVERY FOUNDATION,CA,F,F60,braelynnandaveryfoundation.com
33-0750192,NAMBUDRIPAD ALLERGY RESERACH FOUNDATION,CA,G,G60,www.narfoundation.com
82-0839645,SANTA FE DREAMERS PROJECT,NM,I,I80,www.santafedreamersproject.org
83-1966370,WE THE PEOPLE OPPORTUNITY CENTER INC,MI,I,I40,wethepeoplegrowersassociation.com
26-2185614,CHRIS ELLIOTT FUND,WA,G,G19,endbraincancer.org
90-0496179,GARLAND SCHOOL INC,VT,B,B21,www.thegarlandschool.com
84-1905142,FEARN ELEMENTARY SCHOOL PTO,IL,B,B94,www.sd129.org
42-1740818,THE JOE NIEKRO FOUNDATION,AZ,G,G12,www.joeniekrofoundation.com
81-5288973,VERDE VALLEY COALITION AGAINST HUMAN TRAFFICKING,AZ,I,I70,www.caht-naz.org
82-0583036,REGIONAL COMMITTEE OF NORTHERN CALIFORNIA CO-DEPENDENTS ANONYMOUS,CA,F,F60,norcalcoda.org
84-2112076,FARMVILLE PRIDE,VA,R,R26,www.farmvillepride.com
47-3239603,CRISIS,MI,F,F11,crisisresponsesolutions.com
83-3317244,FOR THE PEOPLE,CA,I,I43,www.fortheppl.org
13-6145280,DYSAUTONOMIA FOUNDATION INC,NY,G,G50Z,www.familialdysautonomia.org
81-3292469,A85 CURE FOUNDATION INC,IL,G,G43,a85cure.org
27-3905129,BOSTON INTERPRETERS COLLECTIVE,MA,R,R19,www.interpreterscollective.org
80-0148797,WORLD REFLEXOLOGY FOUNDATION,CA,G,G99,www.worldreflexologyfoundation.org
47-4242216,CROCKETT FOUNDATION INC,FL,F,F30,crockettfoundation.com
80-0240415,MADHU BHASHA KENDRA,CA,B,B28,www.mbkhindi.org
83-4090452,ACTON ACADEMY OF BERGEN COUNTY INC,NJ,B,B24,www.actonbergen.org
03-0329309,VERMONT FEDERATION OF FAMILIES FOR CHILDRENS MENTAL HEALTH,VT,F,F30Z,www.vffcmh.org
52-1945946,AMERICAN ASSOCIATION FOR GERIATRIC PSYCHIATRY INC,VA,F,F030,www.aagponline.org
46-1859522,LEVIS HOUSE,CO,I,I40,www.levishouse.org
11-1844160,LEGAL AID SOCIETY OF SUFFOLK COUNTY INC,NY,I,I80Z,sclas.org
20-5197160,NEWTON MONTESSORI SCHOOL INC,MA,B,B24,www.newtonmontessori.org
46-5557471,SPECTRUM STRATEGIES,CA,F,F60,spectrumstrategies.org
71-0962470,COMMUNITY ACTION NETWORK FOR DRUG FREE LIFESTYLE EMPOWERMENT INC,PA,F,F20,www.candleinc.org
20-5387334,CIRCLES COUNSELING SERVICES,CA,F,F60,www.circlescounseling.org
38-3831995,RAIDER ROOTER BOOSTER CLUB INC,WI,B,B94,www.teboosterclub.org
23-1659111,NORTH PENN LEGAL SERVICES INC,PA,I,I800,www.northpennlegal.org
81-2747361,STARTANEW,MN,I,I40,www.startanewmn.org
81-3197542,TRANSPONDER,OR,R,R22,transponder.community
20-3169871,PROGRESSIVE STATES ACTION,WI,R,R20,www.sixaction.org
26-2653784,PASO ROBLES EDUCATION ALLIANCE INC,CA,B,B94,www.goprea.org
56-2406265,THE GLOBAL AND REGIONAL ASPERGER SYNDROME PARTNERSHIP INC,NY,G,G84,www.grasp.org
81-4662535,CHLOES PLACE INC,NC,F,F20,chloesplace.net
01-0517116,MAINE PARKINSON SOCIETY,ME,G,G80,www.maineparkinsonsociety.org
91-6073419,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,WA,I,I70,www.sisequim.org
83-1622856,SANGHA INC,OK,F,F20,www.sanghatulsa.org
43-1718980,BEHAVIORAL HEALTH RESPONSE INC,MO,F,F20Z,www.bhrstl.org
82-3170194,MORE MENTORING,CO,F,F60,www.morementoring.org
84-4067940,NORTH ALABAMA HUMAN TRAFFICKING TASK FORCE,AL,I,I70,www.stnow.org
47-2361966,CESAR CHAVEZ ELEMENTARY SCHOOL PARENT TEACHER ORGANIZATION,MD,B,B94,www.cesarchavezpto.org
47-5095146,STAND4LYME FOUNDATION,CA,H,H11,www.stand4lyme.org
36-4943159,WHOH COMMUNITY SPORTS COMPLEX INC,MI,I,I21,whohdetroit.org
92-0109504,JUNEAU MONTESSORI SCHOOL,AK,B,B21,juneaumontessorischool.org
94-1384666,SOCIETY FOR THE BLIND,CA,G,G41Z,www.societyfortheblind.org
94-1254645,ALAMEDA COUNTY MENTAL HEALTH ASSOCIATION,CA,F,F80Z,www.mhaac.org
83-2379887,BATTLE WITHIN INC,KS,F,F30,www.thebattlewithin.org
82-4552165,SELF-INJURY SUPPORT GROUPS OF NORTHWEST INDIANA,IN,F,F60,selfinjurynwi.org
82-2642732,REACH PROJECT INC,NY,F,F20,reachprojectinc.org
83-4241728,PIVOTPOINT WNC,NC,F,F20,www.pivotpointwnc.org
26-3713089,OKLAHOMA WOMENS COALITION INC,OK,R,R24,www.okwc.org
91-0967836,TRANSITIONAL RESOURCES,WA,F,F34Z,www.transitionalresources.org
03-0371823,INSTITUTE OF MEDICAL HUMANISM INC,VT,H,H99,www.speaksooner.org
81-4551153,SOUTHEAST CRAB FEAST INC,NC,G,G12,www.southeastcrabfeast.com
81-1791263,CLOT TROT FOUNDATION,WA,G,G20,www.clot-trot.org
31-1050638,LEAGUE OF WOMEN VOTERS OF OHIO EDUCATION FUND,OH,R,R400,www.lwvohio.org
36-3703699,CHICAGO ATHENAEUM THE CENTER FOR ARCHITECTURE ART AND URBAN STUDIES,IL,F,F300,www.chi-athenaeum.org
91-1672289,SPOKANE COUNTY BAR VOLUNTEER LAWYERS PROGRAM,WA,I,I80,www.spokanebar.org
84-5049758,TIFA ADVOCATES,TX,I,I01,tifa.org
43-0768182,AMERICAN ACADEMY OF OPTOMETRY FOUNDATION INC,FL,G,G41J,www.aaopt.org
45-2219022,RED HAWK ELEMENTARY PTO INC,CO,B,B94,www.rhepto.com
83-4512659,BLACK GIRLS HEAL,MI,F,F30,blackgirlscrowned.com
31-1699105,WINGS SUPPORT AND RECOVERY,OH,F,F32,wingsrecoveryohio.org
84-2679467,ADRIANNECARETALKS,AR,F,F60,www.adriannecaretalks.org
27-2485076,LOVEU2PIECES,MO,G,G018,www.loveu2pieces.org
20-5763523,CMA PHILLY,PA,F,F60,www.phillycma.org
35-2518417,ADVANCING REAL CHANGE INC,MD,I,I80,www.advancechange.org
65-1144007,INCLEDON BIOMEDICAL RESEARCH INSTITUTE INC,AZ,H,H50,www.warriorsmountainfoundation.org
82-3435159,PATRICK HEINOLD FOUNDATION INC,FL,F,F01,www.patrickheinoldfoundation.org
47-0972769,COASTAL COMMUNITY SCHOOL CORPORATION,FL,B,B21,www.coastalcommunityschool.com
41-2103240,GRANITE FALLS COMMUNITY COALITION,WA,I,I21,www.granitefallscommunitycoalition.org
20-8730839,LUNG CANCER FOUNDATION OF AMERICA,MN,G,G12,www.lcfamerica.org
84-1450521,SEEDS OF LEARNING,CO,B,B21,growingseeds.org
20-8803626,DEPELCHIN PSYCHIATRIC SERVICES,TX,F,F32,www.depelchin.org
47-3708832,HANDS HOLDING HEARTS,PA,F,F60,handsholdinghearts.org
81-1749620,HITCHNG RAIL WELLNESS CENTER AND RETREAT,WA,F,F30,www.hitchingrailranch.org
82-1800448,ABIDING MISSIONS,PA,F,F11,abidingmissions.org
02-0244216,SPAULDING YOUTH CENTER,NH,F,F33Z,www.spauldingservices.org
94-2713281,HEALTH PROJECTS CENTER,CA,I,I80Z,www.hpcn.org
86-1072436,GREAT PLAINS CASA FOR KIDS INC,TX,I,I72,gpcasa.org
26-3275879,JACK WOLF IV MEMORIAL FOUNDATION,TX,H,H30,www.jack-wolf.org
46-1100598,GIAYANA MONAE GENESIS FOUNDATION INC,NJ,G,G80,www.gigifoundation.com
82-3924393,SHELTERING ANIMALS & FAMILIES TOGETHER SAF-T,MI,I,I70,www.saftprogram.org
82-2932800,CAMPBELL COUNTY DRUG FREE ALLIANCE,KY,F,F21,ccdrugfreealliance.org
85-4004655,FAMS-FAMILIES FIGHTING AGAINST MS,MI,G,G12,www.familiesfightingagainstms.com
20-3541488,LIBERTY OBJECTIVITY GREED INDIVIDUA LISM CAPITALISM,CA,B,B83,www.clublogic.org
13-3517886,OSBORNE TREATMENT SERVICES INC,NY,F,F22Z,www.osborneny.org
81-3967795,COPS DIRECT,CA,I,I12,www.copsdirect.org
81-4425188,BARNESVILLE PTO,MN,B,B94,barnesvillepto.com
93-1022954,AMERICAN BONE HEALTH,NC,H,H50Z,www.americanbonehealth.org
35-2301447,PUREHEART MINISTRIES,OR,F,F50,www.pureheartcounseling.com
84-3178623,ALASKA EATING DISORDERS ALLIANCE,AK,F,F53,www.akeatingdisordersalliance.org
81-4353523,BEAT STAGE 3 INC,NY,G,G01,beatstagethree.org
46-0568922,BE THE DIFFERENCE FOUNDATION,TX,H,H12,www.bethedifferencefoundation.org
53-0204690,PREVENTION OF BLINDNESS SOCIETY OF METROPOLITAN WASHINGTON INC,DC,G,G41Z,www.youreyes.org
26-3124442,IEMPATHIZE,CO,I,I20,iempathize.org
47-1253506,RTL ED INC,CA,R,R62,rtlkc.org
23-2560250,JOEL A GINGRAS JR MEMORIAL FOUNDATION INC,PA,G,G80Z,www.jagfund.org
26-3125984,INDIANA EXPERIMENT INC,PA,F,F60,indianaexperiment.org
56-2431387,AKWD ANY KID WILL DO,PA,B,B21,www.anykidwilldo.org
80-0111621,JAMII INTERNATIONAL OUTREACH MINISTRIES INC,MD,H,H81,jiom.org
04-2677185,SOUTH SHORE MENTAL HEALTH CENTER INC,MA,F,F33,www.aspirehealthalliance.org
84-2988087,ACE LOS ANGELES INC,CA,R,R26,acelosangeles.org
82-4110189,ARCHIE FOUNDATION FOR THERAPEUTIC HORSEMANSHIP,TX,F,F60,archiefoundationth.org
94-2358275,ASSOCIATED REHABILITATION PROGRAM FOR WOMEN INC,CA,F,F20Z,www.recoverywomen.com
26-3341262,WAAAUB-HOUSTON CHAPTER,NY,B,B94,alumni.aub.edu.lb
35-1375696,SOUTHLAKE COMMUNITY MENTAL HEALTH CENTER INC,IN,F,F32Z,www.regionalmentalhealth.org
81-1197313,WE OPPOSE VIOLENCE EVERYWHERE NOW INC,NY,I,I12,www.wovenow.org
74-2741621,ADVOCACY CENTER FOR THE CHILDREN OF EL PASO,TX,I,I72,www.advocacycenterep.org
84-2353045,SOUTH KINGSTOWN WELLNESS,RI,F,F21,www.swellri.org
45-4538677,FACES OF CHILD ABUSE,TX,I,I99,www.facesofchildabuse.org
73-1280067,PARKSIDE INC,OK,F,F30Z,www.parksideinc.org
26-1331842,STRENGTHENING YOUNG FAMILIES INC,MD,P,P45,www.worldcultureusa.org
35-2628236,ALL ABOUT SPECIAL NEEDS KIDS AASNK,NY,B,B94,www.aasnk.org
32-0241819,APS TYPE 1 FOUNDATION,NY,G,G80,www.apstype1.org
20-5025063,ALS IN THE HEARTLAND INC,NE,G,G50,www.alsintheheartland.org
81-1657378,RETIRED PROFESSIONAL FOOTBALL PLAYERS COMMON GOOD FUND INC,VA,G,G19,www.pfrpa.com
46-3240769,WINGS FOR JUSTICE,CA,R,R99,www.wingsforjustice.com
01-0783081,CHINESE AMERICAN COOPERATION COUNCIL,CA,B,B28,www.caccusa.org
93-1088003,LINKS FOR LIFE INC,CA,G,G30I,www.linksforlife.org
46-3893491,SUNDAYS CHILD INC,FL,R,R26,www.sundayschild.org
81-2992637,TRUCE,UT,F,F21,www.truceutah.org
38-2042021,SOUTHWEST COUNSELING SOLUTIONS INC,MI,F,F320,www.swsol.org
82-0554222,WESTERN MA GENERAL SERVICE AREA 31 OF ALCOHOLICS ANONYMOUS INC,MA,F,F22,www.area31aa.org
41-1920576,AMERICAN ACADEMY OF SLEEP MEDICINE FOUNDATION,IL,H,H90Z,foundation.aasm.org
82-2722561,WINGS OVER LEUKEMIA AND LYMPHOMA INC,VA,H,H12,wingsoverll.com
83-0871069,PROJECT HEALTHY MINDS INC,CA,F,F21,projecthealthyminds.org
83-2305743,HUNTER S CHEST INC,CA,I,I19,www.hunterschest.com
81-4934829,LIFE AFTER PROJECT INC,CA,F,F40,lifeafterproject.org
81-1037358,ROSSMOOR LGBT ALLIANCE,CA,R,R26,www.rossmoorlgbta.org
47-4203706,ERIKS TOURNAMENT FOR THE HEART INC,MN,G,G12,erikstournamentfortheheart.com
47-3847043,SHINING STARS,CA,I,I70,www.shiningstarsbreakingchains.org
83-2461920,GRACE INC,OH,F,F01,www.gracerc.org
82-0973566,ST MARYS TALL SHIP ALLIANCE INC,GA,B,B28,www.smtsa.org
83-0722772,LA VIE CHRISTIAN ACADEMY CORP,NC,B,B21,laviechristianacademy.org
83-0410778,COURT APPOINTED SPECIAL ADVOCATES OF MONMOUTH COUNTY INC,NJ,I,I72,www.casaofmonmouth.org
20-0493511,GILDAS CLUB KANSAS CITY,MO,G,G30,www.gildasclubkc.org
82-2465692,NATIONAL CELIAC ASSOCIATION INC,CA,G,G70,www.glutenfreesandiego.org
91-2167428,HATS FOR HOPE,CA,G,G30,www.hatsforhope.com
51-0169988,CYSTIC FIBROSIS RESEARCH INC,CA,H,H24Z,www.cfri.org
31-1327805,THE RECOVERY CENTER,OH,F,F20Z,therecoverycenter.org
27-0458877,SCATTER JOY ACRES,NE,I,I40,www.scatterjoyacres.org
42-1310758,MEEKER ELEMENTARY SCHOOL PARENT- TEACHER ORGANIZATION,IA,B,B94,meekerpto.org
81-3063616,LOUD AND PROUD,MI,R,R20,upnorthpride.com
90-0140284,PHYSICIAN PARENT CAREGIVERS INC,DC,G,G99,www.physicianparent.org
82-1515157,GEORGIA WOMEN AND THOSE WHO STAND WITH US INC,GA,R,R20,gawomenstand.com
83-2604872,MADE A WAY FOUNDATION,FL,F,F60,www.madeawayfoundation.org
83-2665240,BOSTON PROJECT REBOUND REENTRY SERVICES INCORPORATED,MA,I,I40,bostonprojectrebound.org
85-2829974,IMANI S SAFEHOUSE INC,NY,F,F32,www.imanissafehouse.com
59-1744130,CENTRAL FLORIDA CRIME LINE PROGRAM INC,FL,I,I20Z,www.crimeline.org
80-0875056,COMMON ROOT,NE,R,R30,commonroot.org
47-4311302,DAVIDS HOPE PREGNANCY LOSS MINISTRY,ID,F,F60,www.davidshopeministry.org
20-8820570,AUTISM SPECTRUM DISORDER FOUNDATION INC,IN,G,G84,www.autismspectrumdisorderfoundation.org
83-3485031,TRI SIRENA SKIN CANCER ASSOCIATION INC,FL,G,G30,trisirena.org
82-0767888,INNOVATION TECH ACADEMY CORPORATION,FL,B,B24,www.innovationtechacademy.org
47-4298532,TRAILS 2 PREVENTION INC,NY,F,F21,trails2prevention.org
25-1192139,SOUTHWESTERN PENNSYLVANIA LEGAL SERVICE INC,PA,I,I80Z,spla.org
83-2863200,ACTIVE TRANSPORTATION NOW,IL,R,R19,www.activetransnow.org
95-1970946,NATIONAL COUNCIL ON ALCOHOLISM ORANGE COUNTY,CA,F,F20Z,www.ncaddoc.org
47-3243391,KURDISTAN WOMEN S GLOBAL ALLIANCE INC,CT,R,R24,www.kurdistanwomen.org
82-4435459,DOWN SYNDROME ASSOCIATION OF TAMPA BAY - 21 STRONG,FL,G,G25,www.dsatb.org
76-0444224,POSITIVE PROJECT,TX,I,I21,www.playahz.org
83-0583662,SACRED HEART OF JESUS DAYCARE-PRESCHOOL-KINDERGARTEN INC,CT,B,B21,www.sistersaremyteachers.com
45-3292847,MSA NJ,NJ,G,G01,www.msanj.org
